timestamp,open,high,low,close,volume
2021-01-16,1172.01,1292.88,1151.79,1227.63,9344.46971
2021-01-17,1226.87,1269.6,1167.61,1232.87,8459.77435
2021-01-18,1232.87,1260.4,1183.33,1258.61,8096.07486
2021-01-19,1259.08,1439.33,1253.42,1368.78,18915.27917
2021-01-20,1365.82,1407.86,1235.53,1376.38,14649.61596
2021-01-21,1377.37,1388.17,1084.85,1111.51,13850.20973
2021-01-22,1111.85,1273.19,1043.09,1233.5,11501.14657
2021-01-23,1232.44,1272.53,1197.11,1232.81,4350.24424
2021-01-24,1233.49,1399.0,1220.0,1391.15,5805.04273
2021-01-25,1393.2,1474.64,1294.12,1318.62,14715.11642
2021-01-26,1316.67,1378.37,1245.35,1366.81,14260.8637
2021-01-27,1366.23,1373.73,1207.98,1237.28,8378.5525
2021-01-28,1237.28,1360.86,1217.97,1328.34,6465.2553
2021-01-29,1329.95,1436.42,1286.11,1378.9,17474.14258
2021-01-30,1378.45,1406.4,1327.01,1376.49,5388.83326
2021-01-31,1378.56,1379.48,1281.22,1313.57,3712.42284
2021-02-01,1312.35,1378.24,1270.0,1373.34,2794.097
2021-02-02,1374.99,1547.82,1360.1,1512.13,9322.60357
2021-02-03,1512.26,1668.65,1509.29,1664.81,7568.99228
2021-02-04,1666.76,1695.0,1556.78,1596.35,9140.39564
2021-02-05,1596.34,1760.69,1592.27,1720.87,5266.4374
2021-02-06,1719.92,1743.97,1644.99,1678.84,3132.49235
2021-02-07,1679.18,1692.09,1491.88,1614.93,4148.48929
2021-02-08,1611.58,1775.77,1563.59,1750.06,4595.22839
2021-02-09,1749.96,1821.52,1710.52,1771.5,4171.46145
2021-02-10,1772.16,1836.06,1650.0,1741.85,4133.57861
2021-02-11,1741.64,1817.59,1703.7,1785.77,2763.5868
2021-02-12,1788.77,1863.91,1740.96,1840.56,3022.76802
2021-02-13,1841.18,1872.2,1762.82,1816.41,2221.01758
2021-02-14,1817.26,1850.0,1785.59,1800.0,1752.27348
2021-02-15,1800.5,1835.48,1657.5,1783.28,4810.54714
2021-02-16,1779.28,1826.69,1724.03,1780.44,3818.69307
2021-02-17,1784.4,1854.28,1733.4,1848.94,3128.9528
2021-02-18,1850.84,1950.9,1850.84,1940.95,3207.41979
2021-02-19,1942.09,1972.91,1892.09,1956.13,6682.2845
2021-02-20,1956.13,2040.79,1804.38,1914.69,5251.36661
2021-02-21,1910.96,1976.0,1884.53,1933.91,4397.00703
2021-02-22,1933.91,1936.18,1530.59,1777.54,11529.07634
2021-02-23,1777.54,1782.46,1357.03,1577.92,16245.14593
2021-02-24,1579.26,1711.73,1502.81,1624.95,6179.07491
2021-02-25,1623.2,1670.19,1459.27,1480.83,3292.06202
2021-02-26,1482.7,1561.74,1401.0,1441.77,5365.48627
2021-02-27,1446.48,1528.38,1425.71,1457.62,3792.4136
2021-02-28,1455.35,1466.57,1293.47,1419.49,7282.23125
2021-03-01,1420.49,1571.41,1410.56,1569.36,4032.56546
2021-03-02,1570.89,1604.41,1455.98,1485.47,3825.75527
2021-03-03,1484.99,1655.09,1477.31,1567.9,5513.08006
2021-03-04,1567.79,1624.6,1502.68,1539.41,6154.40656
2021-03-05,1535.44,1549.53,1442.1,1527.89,10414.79175
2021-03-06,1529.36,1671.71,1514.5,1650.0,9629.42169
2021-03-07,1652.69,1734.64,1631.57,1728.27,8633.01598
2021-03-08,1730.05,1841.69,1665.94,1834.61,8470.97626
2021-03-09,1834.61,1870.82,1800.9,1870.82,13838.62044
2021-03-10,1871.68,1919.63,1744.86,1799.03,15643.87305
2021-03-11,1795.89,1865.0,1725.12,1826.07,7933.37631
2021-03-12,1826.87,1841.43,1721.01,1765.33,12321.56498
2021-03-13,1767.3,1949.41,1729.48,1921.42,4338.44135
2021-03-14,1921.39,1933.09,1836.96,1854.21,2622.01071
2021-03-15,1849.85,1890.68,1733.56,1794.0,4290.09446
2021-03-16,1793.94,1817.98,1712.68,1806.6,3866.30424
2021-03-17,1805.59,1838.67,1742.25,1822.88,3496.01226
2021-03-18,1825.0,1849.77,1759.83,1775.42,3580.38675
2021-03-19,1776.39,1839.68,1734.64,1808.62,2102.0392
2021-03-20,1810.05,1868.63,1801.29,1802.94,1420.08634
2021-03-21,1806.89,1816.85,1745.64,1781.59,1583.19886
2021-03-22,1784.59,1807.25,1655.59,1682.97,2723.73052
2021-03-23,1680.81,1721.44,1652.17,1669.66,2121.15703
2021-03-24,1671.13,1740.42,1543.73,1584.26,3333.51938
2021-03-25,1582.98,1622.63,1549.12,1589.14,2771.41195
2021-03-26,1589.63,1700.03,1589.63,1699.29,2654.60681
2021-03-27,1699.29,1732.92,1665.85,1713.45,1860.77438
2021-03-28,1715.04,1725.03,1661.28,1689.09,1843.79618
2021-03-29,1686.32,1840.71,1678.1,1816.97,2803.3966
2021-03-30,1816.67,1859.03,1787.88,1840.84,2070.00086
2021-03-31,1840.98,1946.6,1771.09,1916.27,3372.65137
2021-04-01,1920.93,1984.58,1885.19,1967.55,4001.48604
2021-04-02,1967.64,2145.24,1948.82,2135.37,5598.31698
2021-04-03,2135.37,2138.79,2001.93,2010.35,6929.18576
2021-04-04,2008.7,2092.75,1976.47,2076.94,3627.79751
2021-04-05,2075.04,2132.46,2002.45,2108.11,3980.78079
2021-04-06,2108.71,2151.17,2046.07,2111.75,3899.70081
2021-04-07,2113.98,2129.08,1931.82,1964.8,5986.36911
2021-04-08,1963.61,2084.28,1948.32,2079.7,2760.3006
2021-04-09,2080.42,2100.59,2048.98,2067.63,1585.83105
2021-04-10,2067.35,2198.51,2058.35,2134.03,2797.01228
2021-04-11,2137.57,2164.42,1521.6,2150.18,2513.27177
2021-04-12,2150.82,2201.46,2103.16,2137.27,3757.16513
2021-04-13,2138.75,2317.38,2137.02,2299.51,4957.72014
2021-04-14,2301.82,2447.56,2281.89,2431.93,7993.87073
2021-04-15,2435.4,2543.18,2399.66,2513.89,5129.20316
2021-04-16,2514.27,2547.2,2300.79,2424.38,10038.56221
2021-04-17,2426.37,2495.78,2313.75,2318.52,5361.0102
2021-04-18,2317.82,2339.27,1902.84,2235.73,14721.5096
2021-04-19,2237.42,2277.75,2079.2,2160.5,7823.89473
2021-04-20,2162.94,2346.0,2052.14,2330.39,10391.6337
2021-04-21,2330.92,2468.62,2236.6,2356.67,9550.03695
2021-04-22,2358.39,2644.69,2250.0,2398.49,19255.42312
2021-04-23,2397.78,2442.66,2100.0,2364.93,25396.72448
2021-04-24,2365.91,2365.91,2157.26,2214.89,9697.25314
2021-04-25,2214.52,2356.49,2164.87,2319.93,10756.44906
2021-04-26,2319.98,2543.0,2304.51,2533.71,9826.53218
2021-04-27,2533.71,2679.54,2481.11,2666.17,6311.18081
2021-04-28,2666.17,2759.51,2560.59,2747.44,9367.78294
2021-04-29,2749.64,2798.0,2668.5,2757.5,6802.13877
2021-04-30,2757.49,2797.49,2725.1,2773.94,4497.65251
2021-05-01,2773.37,2954.43,2754.42,2945.37,6301.24992
2021-05-02,2945.58,2984.73,2853.87,2950.16,4472.49554
2021-05-03,2950.8,3454.24,2950.66,3429.21,12413.43062
2021-05-04,3434.81,3526.71,3160.14,3239.69,23163.51404
2021-05-05,3239.42,3546.0,3210.0,3523.55,13488.97396
2021-05-06,3525.64,3606.29,3376.93,3490.59,10809.45207
2021-05-07,3493.72,3586.95,3353.76,3479.39,7038.52464
2021-05-08,3484.86,3963.89,3450.9,3910.01,8609.36426
2021-05-09,3910.78,3982.99,3729.65,3924.21,10542.13064
2021-05-10,3926.89,4205.53,3601.0,3948.34,14775.34146
2021-05-11,3944.14,4179.15,3772.68,4169.87,10318.01206
2021-05-12,4174.34,4375.04,3735.31,3821.67,15809.90948
2021-05-13,3811.71,4034.34,3452.1,3718.01,19526.78498
2021-05-14,3718.32,4174.29,3693.12,4074.03,9974.75377
2021-05-15,4075.27,4133.3,3633.21,3645.95,8501.51732
2021-05-16,3647.15,3879.0,3100.0,3582.24,12903.60069
2021-05-17,3582.48,3587.1,3118.98,3282.28,16342.09326
2021-05-18,3282.35,3563.42,3241.14,3374.97,11207.37939
2021-05-19,3374.76,3441.16,1900.0,2436.58,30623.62552
2021-05-20,2437.18,3000.0,2150.0,2767.44,25782.42626
2021-05-21,2767.17,2937.68,2100.0,2430.4,23509.17417
2021-05-22,2431.34,2484.96,2153.5,2294.51,21816.07794
2021-05-23,2296.05,2380.75,1730.5,2096.32,28990.51321
2021-05-24,2096.32,2675.14,2080.0,2647.68,18040.10746
2021-05-25,2647.71,2749.76,2380.69,2704.51,19005.82794
2021-05-26,2705.52,2909.97,2643.02,2885.41,14126.89676
2021-05-27,2884.78,2889.26,2634.66,2741.7,8544.21733
2021-05-28,2741.44,2760.73,2328.22,2411.9,12321.95757
2021-05-29,2411.35,2574.02,2206.31,2278.27,12220.69015
2021-05-30,2278.34,2477.03,2177.92,2386.47,9900.96432
2021-05-31,2384.55,2719.99,2272.51,2704.95,11160.163
2021-06-01,2704.97,2739.3,2527.0,2634.49,11255.81269
2021-06-02,2634.64,2802.93,2551.66,2706.86,6655.14936
2021-06-03,2703.3,2891.5,2662.94,2855.8,7007.0061
2021-06-04,2857.01,2859.64,2546.0,2687.84,8277.24865
2021-06-05,2690.52,2816.52,2552.27,2628.89,7686.21136
2021-06-06,2622.3,2743.66,2613.49,2711.42,4871.6764
2021-06-07,2711.65,2847.21,2570.0,2594.57,8441.3263
2021-06-08,2590.47,2620.07,2308.52,2507.53,11529.12136
2021-06-09,2507.53,2625.47,2406.61,2609.71,10123.52855
2021-06-10,2610.7,2623.45,2426.57,2470.39,6349.12663
2021-06-11,2470.42,2497.08,2321.42,2353.25,5727.52661
2021-06-12,2355.46,2453.24,2250.0,2368.54,6579.22322
2021-06-13,2370.37,2550.01,2308.64,2508.43,7551.5183
2021-06-14,2510.57,2608.46,2458.95,2581.26,5267.37475
2021-06-15,2580.46,2639.88,2507.94,2543.72,4354.80467
2021-06-16,2542.01,2556.27,2350.33,2368.38,5985.19119
2021-06-17,2367.17,2460.0,2300.0,2373.14,5779.7195
2021-06-18,2369.74,2379.38,2138.76,2226.33,8409.2971
2021-06-19,2233.4,2277.92,2162.08,2164.81,5370.95624
2021-06-20,2164.09,2277.06,2041.37,2242.41,7944.96618
2021-06-21,2244.54,2259.7,1865.59,1891.86,25047.32255
2021-06-22,1887.14,1997.42,1700.51,1878.64,21416.83509
2021-06-23,1878.77,2043.5,1823.41,1968.04,12612.13554
2021-06-24,1969.77,2035.78,1885.23,1987.68,6232.69322
2021-06-25,1990.56,2020.24,1791.37,1810.18,11706.31915
2021-06-26,1809.46,1852.06,1718.0,1828.69,10266.34832
2021-06-27,1831.4,1984.9,1807.14,1983.0,6181.65537
2021-06-28,1983.02,2144.95,1961.26,2082.31,10333.69844
2021-06-29,2083.3,2244.36,2074.01,2163.87,7143.01018
2021-06-30,2164.65,2287.25,2088.68,2275.13,10389.72841
2021-07-01,2276.42,2276.42,2072.92,2106.46,9316.42831
2021-07-02,2108.29,2159.09,2018.93,2154.88,8374.30976
2021-07-03,2154.97,2239.2,2112.72,2227.18,4795.17273
2021-07-04,2227.74,2389.47,2189.4,2323.19,5939.92059
2021-07-05,2321.32,2324.37,2158.56,2195.96,8020.60775
2021-07-06,2197.18,2350.0,2192.66,2325.17,5865.69591
2021-07-07,2322.26,2409.55,2293.49,2315.39,3782.51905
2021-07-08,2314.08,2324.45,2085.63,2113.84,5983.01622
2021-07-09,2114.1,2189.23,2047.93,2146.79,5395.76942
2021-07-10,2148.04,2191.45,2074.41,2110.65,3565.4069
2021-07-11,2111.49,2173.41,2080.92,2139.38,2013.73492
2021-07-12,2139.23,2168.05,2007.95,2032.37,3951.09755
2021-07-13,2032.16,2046.55,1918.3,1940.79,5270.43446
2021-07-14,1942.58,2019.06,1864.0,1994.32,5048.8549
2021-07-15,1995.67,2039.84,1882.0,1916.17,5408.92616
2021-07-16,1919.16,1965.44,1850.0,1876.4,5840.62907
2021-07-17,1875.5,1919.63,1845.2,1898.24,2754.88493
2021-07-18,1899.16,1994.52,1878.22,1891.11,3746.50337
2021-07-19,1890.0,1919.7,1805.0,1817.08,3951.7159
2021-07-20,1819.1,1840.78,1718.8,1786.82,5174.02161
2021-07-21,1787.35,2032.86,1753.5,1995.44,8735.64762
2021-07-22,1995.69,2046.15,1947.8,2024.7,6633.23782
2021-07-23,2025.93,2130.87,1995.46,2123.55,5686.61991
2021-07-24,2125.81,2198.47,2106.02,2184.89,5777.71185
2021-07-25,2185.84,2196.26,2106.86,2189.09,4027.13875
2021-07-26,2190.68,2430.83,2171.38,2228.09,23637.4262
2021-07-27,2228.09,2320.73,2150.98,2302.82,18231.188
2021-07-28,2299.9,2345.41,2243.83,2300.21,14552.73849
2021-07-29,2300.58,2400.24,2266.15,2383.03,10211.51733
2021-07-30,2382.98,2471.05,2316.16,2460.32,15853.37458
2021-07-31,2461.5,2553.2,2420.36,2531.01,10532.33931
2021-08-01,2531.88,2697.43,2511.64,2556.79,19417.48872
2021-08-02,2555.98,2665.76,2506.26,2606.52,17807.44575
2021-08-03,2606.55,2632.67,2444.4,2508.57,19093.52889
2021-08-04,2508.74,2770.51,2458.23,2725.62,23251.37242
2021-08-05,2725.39,2843.78,2526.07,2828.03,34393.01214
2021-08-06,2828.0,2947.33,2720.38,2892.29,12077.55434
2021-08-07,2892.86,3171.0,2865.0,3159.75,16384.35952
2021-08-08,3161.32,3190.0,2945.9,3012.65,14751.69797
2021-08-09,3011.38,3186.86,2890.62,3162.73,13806.00304
2021-08-10,3162.58,3232.49,3051.96,3141.93,10725.47762
2021-08-11,3141.14,3274.08,3120.49,3161.22,9875.57228
2021-08-12,3160.33,3238.59,2979.58,3044.39,10621.85575
2021-08-13,3048.07,3328.22,3034.59,3322.03,8890.01514
2021-08-14,3325.22,3330.73,3204.98,3264.34,6460.56791
2021-08-15,3267.97,3320.0,3110.0,3307.77,6592.6582
2021-08-16,3309.7,3335.24,3135.57,3147.74,7982.62821
2021-08-17,3146.06,3291.47,2992.12,3012.18,11168.56414
2021-08-18,3012.18,3125.66,2951.0,3013.49,7746.89592
2021-08-19,3013.35,3187.82,2959.35,3185.07,7099.58993
2021-08-20,3185.49,3301.25,3178.67,3284.43,6009.01296
2021-08-21,3285.19,3308.98,3206.67,3224.89,3731.77631
2021-08-22,3223.2,3272.18,3127.11,3241.0,4197.04466
2021-08-23,3239.1,3377.02,3230.65,3323.96,5968.36379
2021-08-24,3320.68,3358.05,3149.14,3170.72,5781.29279
2021-08-25,3169.39,3248.01,3080.17,3227.72,5255.88822
2021-08-26,3226.75,3250.42,3052.06,3092.97,6058.94899
2021-08-27,3094.31,3280.88,3060.67,3275.46,4945.80803
2021-08-28,3274.38,3284.84,3208.69,3243.82,2304.4955
2021-08-29,3245.15,3285.43,3152.58,3223.7,3393.61739
2021-08-30,3223.09,3348.94,3143.13,3229.57,6778.87791
2021-08-31,3227.66,3472.86,3189.22,3431.01,9091.35205
2021-09-01,3430.01,3841.9,3380.25,3830.19,9040.28681
2021-09-02,3827.23,3837.1,3722.68,3786.62,5063.54104
2021-09-03,3787.9,4028.29,3709.6,3935.97,7180.41232
2021-09-04,3937.83,3970.33,3830.55,3884.82,3598.07367
2021-09-05,3886.26,3985.46,3833.21,3949.61,3147.89291
2021-09-06,3949.6,3971.0,3867.26,3926.52,3105.21816
2021-09-07,3926.59,3946.33,2923.28,3433.62,16893.32577
2021-09-08,3433.78,3558.92,3215.12,3496.11,22598.77715
2021-09-09,3499.04,3567.56,3391.02,3424.41,13634.66107
2021-09-10,3424.41,3513.54,3147.22,3209.6,8168.16588
2021-09-11,3209.29,3347.68,3200.42,3264.79,9425.61513
2021-09-12,3266.36,3473.42,3231.57,3406.37,7284.95941
2021-09-13,3405.25,3429.83,3113.0,3284.55,17468.62755
